x,PPForm3_NATURAL,PPForm3_COMPLETE,PPForm3_NOT_A_KNOT,PPForm3_SECOND,f_exact(x)
-0.07000000,0.56714474,0.56870367,0.56007500,0.56695029,0.89086860
-0.06750000,0.56780232,0.56937652,0.56066334,0.56760596,0.89774162
-0.06500000,0.56843598,0.57002490,0.56123029,0.56823779,0.90446580
-0.06250000,0.56904574,0.57064881,0.56177584,0.56884578,0.91103203
-0.06000000,0.56963158,0.57124825,0.56230000,0.56942993,0.91743119
-0.05750000,0.57019351,0.57182323,0.56280276,0.56999023,0.92365421
-0.05500000,0.57073153,0.57237374,0.56328413,0.57052669,0.92969204
-0.05250000,0.57124564,0.57289978,0.56374411,0.57103931,0.93553574
-0.05000000,0.57173583,0.57340136,0.56418269,0.57152809,0.94117647
-0.04750000,0.57220211,0.57387847,0.56459988,0.57199302,0.94660553
-0.04500000,0.57264448,0.57433111,0.56499567,0.57243411,0.95181440
-0.04250000,0.57306294,0.57475928,0.56537007,0.57285136,0.95679474
-0.04000000,0.57345749,0.57516299,0.56572308,0.57324476,0.96153846
-0.03750000,0.57382813,0.57554223,0.56605469,0.57361432,0.96603774
-0.03500000,0.57417485,0.57589700,0.56636490,0.57396004,0.97028502
-0.03250000,0.57449766,0.57622731,0.56665373,0.57428192,0.97427310
-0.03000000,0.57479656,0.57653315,0.56692115,0.57457995,0.97799511
-0.02750000,0.57507155,0.57681452,0.56716719,0.57485414,0.98144456
-0.02500000,0.57532262,0.57707143,0.56739183,0.57510449,0.98461538
-0.02250000,0.57554978,0.57730386,0.56759507,0.57533100,0.98750193
-0.02000000,0.57575304,0.57751183,0.56777692,0.57553366,0.99009901
-0.01750000,0.57593238,0.57769534,0.56793738,0.57571248,0.99240192
-0.01500000,0.57608780,0.57785437,0.56807644,0.57586746,0.99440646
-0.01250000,0.57621932,0.57798894,0.56819411,0.57599859,0.99610895
-0.01000000,0.57632692,0.57809905,0.56829038,0.57610588,0.99750623
-0.00750000,0.57641061,0.57818468,0.56836526,0.57618933,0.99859572
-0.00500000,0.57647039,0.57824585,0.56841875,0.57624894,0.99937539
-0.00250000,0.57650626,0.57828255,0.56845084,0.57628470,0.99984377
0.00000000,0.57651822,0.57829478,0.56846154,0.57629662,1.00000000
0.00250000,0.57650626,0.57828255,0.56845084,0.57628470,0.99984377
0.00500000,0.57647039,0.57824585,0.56841875,0.57624894,0.99937539
0.00750000,0.57641061,0.57818468,0.56836526,0.57618933,0.99859572
0.01000000,0.57632692,0.57809905,0.56829038,0.57610588,0.99750623
0.01250000,0.57621932,0.57798894,0.56819411,0.57599859,0.99610895
0.01500000,0.57608780,0.57785437,0.56807644,0.57586746,0.99440646
0.01750000,0.57593238,0.57769534,0.56793738,0.57571248,0.99240192
0.02000000,0.57575304,0.57751183,0.56777692,0.57553366,0.99009901
0.02250000,0.57554978,0.57730386,0.56759507,0.57533100,0.98750193
0.02500000,0.57532262,0.57707143,0.56739183,0.57510449,0.98461538
0.02750000,0.57507155,0.57681452,0.56716719,0.57485414,0.98144456
0.03000000,0.57479656,0.57653315,0.56692115,0.57457995,0.97799511
0.03250000,0.57449766,0.57622731,0.56665373,0.57428192,0.97427310
0.03500000,0.57417485,0.57589700,0.56636490,0.57396004,0.97028502
0.03750000,0.57382812,0.57554223,0.56605469,0.57361432,0.96603774
0.04000000,0.57345749,0.57516299,0.56572308,0.57324476,0.96153846
0.04250000,0.57306294,0.57475928,0.56537007,0.57285136,0.95679474
0.04500000,0.57264448,0.57433111,0.56499567,0.57243411,0.95181440
0.04750000,0.57220211,0.57387847,0.56459988,0.57199302,0.94660553
0.05000000,0.57173583,0.57340136,0.56418269,0.57152809,0.94117647
0.05250000,0.57124564,0.57289978,0.56374411,0.57103931,0.93553574
0.05500000,0.57073153,0.57237374,0.56328413,0.57052669,0.92969204
0.05750000,0.57019351,0.57182323,0.56280276,0.56999023,0.92365421
0.06000000,0.56963158,0.57124825,0.56230000,0.56942993,0.91743119
0.06250000,0.56904574,0.57064881,0.56177584,0.56884578,0.91103203
0.06500000,0.56843598,0.57002490,0.56123029,0.56823779,0.90446580
0.06750000,0.56780232,0.56937652,0.56066334,0.56760596,0.89774162
0.07000000,0.56714474,0.56870367,0.56007500,0.56695029,0.89086860
0.07250000,0.56646325,0.56800636,0.55946526,0.56627077,0.88385582
0.07500000,0.56575784,0.56728458,0.55883413,0.56556741,0.87671233
0.07750000,0.56502853,0.56653833,0.55818161,0.56484021,0.86944709
0.08000000,0.56427530,0.56576762,0.55750769,0.56408916,0.86206897
0.08250000,0.56349817,0.56497244,0.55681238,0.56331428,0.85458673
0.08500000,0.56269712,0.56415279,0.55609567,0.56251555,0.84700900
0.08750000,0.56187215,0.56330867,0.55535757,0.56169297,0.83934426
0.09000000,0.56102328,0.56244009,0.55459808,0.56084656,0.83160083
0.09250000,0.56015049,0.56154704,0.55381719,0.55997630,0.82378685
0.09500000,0.55925380,0.56062952,0.55301490,0.55908220,0.81591025
0.09750000,0.55833319,0.55968754,0.55219123,0.55816425,0.80797879
0.10000000,0.55738866,0.55872109,0.55134615,0.55722247,0.80000000
0.10250000,0.55642023,0.55773017,0.55047969,0.55625684,0.79198119
0.10500000,0.55542788,0.55671478,0.54959183,0.55526737,0.78392945
0.10750000,0.55441163,0.55567493,0.54868257,0.55425405,0.77585162
0.11000000,0.55337146,0.55461061,0.54775192,0.55321690,0.76775432
0.11250000,0.55230738,0.55352182,0.54679988,0.55215590,0.75964392
0.11500000,0.55121938,0.55240857,0.54582644,0.55107105,0.75152654
0.11750000,0.55010748,0.55127085,0.54483161,0.54996237,0.74340806
0.12000000,0.54897166,0.55010866,0.54381538,0.54882984,0.73529412
0.12250000,0.54781193,0.54892201,0.54277776,0.54767347,0.72719009
0.12500000,0.54662829,0.54771088,0.54171875,0.54649326,0.71910112
0.12750000,0.54542074,0.54647529,0.54063834,0.54528920,0.71103211
0.13000000,0.54418927,0.54521524,0.53953654,0.54406130,0.70298770
0.13250000,0.54293389,0.54393071,0.53841334,0.54280956,0.69497231
0.13500000,0.54165461,0.54262172,0.53726875,0.54153398,0.68699012
0.13750000,0.54035140,0.54128826,0.53610276,0.54023455,0.67904509
0.14000000,0.53902429,0.53993034,0.53491538,0.53891128,0.67114094
0.14250000,0.53767327,0.53854795,0.53370661,0.53756417,0.66328117
0.14500000,0.53629833,0.53714109,0.53247644,0.53619321,0.65546907
0.14750000,0.53489948,0.53570976,0.53122488,0.53479841,0.64770772
0.15000000,0.53347672,0.53425397,0.52995192,0.53337977,0.64000000
0.15250000,0.53203005,0.53277371,0.52865757,0.53193729,0.63234858
0.15500000,0.53055946,0.53126898,0.52734183,0.53047096,0.62475595
0.15750000,0.52906497,0.52973978,0.52600469,0.52898080,0.61722442
0.16000000,0.52754656,0.52818612,0.52464615,0.52746678,0.60975610
0.16250000,0.52600424,0.52660799,0.52326623,0.52592893,0.60235294
0.16500000,0.52443801,0.52500540,0.52186490,0.52436723,0.59501673
0.16750000,0.52284786,0.52337833,0.52044219,0.52278170,0.58774910
0.17000000,0.52123381,0.52172680,0.51899808,0.52117231,0.58055152
0.17250000,0.51959584,0.52005080,0.51753257,0.51953909,0.57342532
0.17500000,0.51793396,0.51835034,0.51604567,0.51788202,0.56637168
0.17750000,0.51624817,0.51662541,0.51453738,0.51620111,0.55939166
0.18000000,0.51453846,0.51487601,0.51300769,0.51449636,0.55248619
0.18250000,0.51280485,0.51310214,0.51145661,0.51276776,0.54565607
0.18500000,0.51104732,0.51130381,0.50988413,0.51101533,0.53890199
0.18750000,0.50926588,0.50948101,0.50829026,0.50923904,0.53222453
0.19000000,0.50746053,0.50763374,0.50667500,0.50743892,0.52562418
0.19250000,0.50563126,0.50576201,0.50503834,0.50561495,0.51910131
0.19500000,0.50377809,0.50386580,0.50338029,0.50376715,0.51265620
0.19750000,0.50190100,0.50194514,0.50170084,0.50189549,0.50628906
0.20000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
0.20250000,0.49807514,0.49803045,0.49827780,0.49808071,0.49378906
0.20500000,0.49612668,0.49603677,0.49653442,0.49613789,0.48765620
0.20750000,0.49415493,0.49401928,0.49477008,0.49417185,0.48160132
0.21000000,0.49216020,0.49197832,0.49298500,0.49218288,0.47562426
0.21250000,0.49014280,0.48991422,0.49117939,0.49017131,0.46972477
0.21500000,0.48810304,0.48782731,0.48935346,0.48813743,0.46390258
0.21750000,0.48604123,0.48571792,0.48750744,0.48608156,0.45815735
0.22000000,0.48395769,0.48358639,0.48564154,0.48400401,0.45248869
0.22250000,0.48185272,0.48143304,0.48375597,0.48190507,0.44689617
0.22500000,0.47972664,0.47925821,0.48185096,0.47978507,0.44137931
0.22750000,0.47757975,0.47706223,0.47992672,0.47764431,0.43593761
0.23000000,0.47541237,0.47484543,0.47798346,0.47548309,0.43057051
0.23250000,0.47322481,0.47260814,0.47602141,0.47330173,0.42527743
0.23500000,0.47101737,0.47035069,0.47404077,0.47110053,0.42005776
0.23750000,0.46879038,0.46807342,0.47204177,0.46887980,0.41491086
0.24000000,0.46654413,0.46577665,0.47002462,0.46663986,0.40983607
0.24250000,0.46427894,0.46346073,0.46798953,0.46438100,0.40483269
0.24500000,0.46199513,0.46112597,0.46593673,0.46210354,0.39990002
0.24750000,0.45969299,0.45877271,0.46386643,0.45980778,0.39503734
0.25000000,0.45737285,0.45640129,0.46177885,0.45749403,0.39024390
0.25250000,0.45503501,0.45401203,0.45967419,0.45516261,0.38551894
0.25500000,0.45267979,0.45160527,0.45755269,0.45281381,0.38086170
0.25750000,0.45030749,0.44918134,0.45541456,0.45044795,0.37627139
0.26000000,0.44791842,0.44674056,0.45326000,0.44806534,0.37174721
0.26250000,0.44551290,0.44428327,0.45108924,0.44566628,0.36728838
0.26500000,0.44309124,0.44180981,0.44890250,0.44325108,0.36289408
0.26750000,0.44065375,0.43932050,0.44669999,0.44082005,0.35856350
0.27000000,0.43820073,0.43681568,0.44448192,0.43837349,0.35429584
0.27250000,0.43573251,0.43429567,0.44224852,0.43591173,0.35009026
0.27500000,0.43324938,0.43176082,0.44000000,0.43343505,0.34594595
0.27750000,0.43075167,0.42921144,0.43773657,0.43094378,0.34186208
0.28000000,0.42823968,0.42664788,0.43545846,0.42843822,0.33783784
0.28250000,0.42571372,0.42407045,0.43316588,0.42591868,0.33387240
0.28500000,0.42317410,0.42147951,0.43085904,0.42338547,0.32996494
0.28750000,0.42062114,0.41887537,0.42853816,0.42083889,0.32611465
0.29000000,0.41805514,0.41625836,0.42620346,0.41827925,0.32232071
0.29250000,0.41547641,0.41362883,0.42385516,0.41570687,0.31858231
0.29500000,0.41288528,0.41098710,0.42149346,0.41312204,0.31489864
0.29750000,0.41028204,0.40833350,0.41911859,0.41052508,0.31126891
0.30000000,0.40766700,0.40566837,0.41673077,0.40791630,0.30769231
0.30250000,0.40504049,0.40299203,0.41433020,0.40529600,0.30416805
0.30500000,0.40240281,0.40030482,0.41191712,0.40266449,0.30069536
0.30750000,0.39975426,0.39760707,0.40949172,0.40002208,0.29727345
0.31000000,0.39709517,0.39489911,0.40705423,0.39736908,0.29390154
0.31250000,0.39442583,0.39218128,0.40460487,0.39470580,0.29057889
0.31500000,0.39174657,0.38945389,0.40214385,0.39203255,0.28730472
0.31750000,0.38905770,0.38671729,0.39967138,0.38934962,0.28407830
0.32000000,0.38635951,0.38397181,0.39718769,0.38665734,0.28089888
0.32250000,0.38365234,0.38121778,0.39469299,0.38395600,0.27776572
0.32500000,0.38093647,0.37845553,0.39218750,0.38124592,0.27467811
0.32750000,0.37821223,0.37568539,0.38967143,0.37852741,0.27163533
0.33000000,0.37547993,0.37290769,0.38714500,0.37580077,0.26863667
0.33250000,0.37273988,0.37012277,0.38460843,0.37306632,0.26568143
0.33500000,0.36999239,0.36733096,0.38206192,0.37032435,0.26276893
0.33750000,0.36723776,0.36453258,0.37950571,0.36757518,0.25989848
0.34000000,0.36447632,0.36172797,0.37694000,0.36481912,0.25706941
0.34250000,0.36170836,0.35891747,0.37436501,0.36205647,0.25428106
0.34500000,0.35893421,0.35610139,0.37178096,0.35928755,0.25153278
0.34750000,0.35615417,0.35328009,0.36918806,0.35651266,0.24882392
0.35000000,0.35336855,0.35045387,0.36658654,0.35373210,0.24615385
0.35250000,0.35057766,0.34762309,0.36397660,0.35094619,0.24352194
0.35500000,0.34778182,0.34478806,0.36135846,0.34815524,0.24092757
0.35750000,0.34498134,0.34194913,0.35873234,0.34535955,0.23837014
0.36000000,0.34217652,0.33910662,0.35609846,0.34255943,0.23584906
0.36250000,0.33936768,0.33626086,0.35345703,0.33975519,0.23336372
0.36500000,0.33655512,0.33341219,0.35080827,0.33694714,0.23091355
0.36750000,0.33373916,0.33056093,0.34815239,0.33413559,0.22849798
0.37000000,0.33092012,0.32770742,0.34548962,0.33132084,0.22611645
0.37250000,0.32809829,0.32485200,0.34282016,0.32850320,0.22376840
0.37500000,0.32527399,0.32199498,0.34014423,0.32568299,0.22145329
0.37750000,0.32244753,0.31913671,0.33746206,0.32286050,0.21917058
0.38000000,0.31961923,0.31627751,0.33477385,0.32003605,0.21691974
0.38250000,0.31678939,0.31341773,0.33207982,0.31720994,0.21470026
0.38500000,0.31395832,0.31055767,0.32938019,0.31438249,0.21251162
0.38750000,0.31112634,0.30769769,0.32667518,0.31155400,0.21035333
0.39000000,0.30829375,0.30483811,0.32396500,0.30872478,0.20822488
0.39250000,0.30546087,0.30197926,0.32124987,0.30589513,0.20612580
0.39500000,0.30262800,0.29912148,0.31853000,0.30306538,0.20405561
0.39750000,0.29979546,0.29626509,0.31580561,0.30023581,0.20201383
0.40000000,0.29696356,0.29341044,0.31307692,0.29740675,0.20000000
0.40250000,0.29413261,0.29055784,0.31034415,0.29457850,0.19801368
0.40500000,0.29130292,0.28770763,0.30760750,0.29175137,0.19605441
0.40750000,0.28847480,0.28486014,0.30486720,0.28892566,0.19412175
0.41000000,0.28564856,0.28201571,0.30212346,0.28610169,0.19221528
0.41250000,0.28282451,0.27917466,0.29937650,0.28327976,0.19033457
0.41500000,0.28000296,0.27633733,0.29662654,0.28046018,0.18847921
0.41750000,0.27718423,0.27350405,0.29387379,0.27764327,0.18664878
0.42000000,0.27436862,0.27067515,0.29111846,0.27482932,0.18484288
0.42250000,0.27155645,0.26785096,0.28836078,0.27201864,0.18306113
0.42500000,0.26874802,0.26503181,0.28560096,0.26921155,0.18130312
0.42750000,0.26594365,0.26221804,0.28283922,0.26640835,0.17956847
0.43000000,0.26314365,0.25940998,0.28007577,0.26360936,0.17785683
0.43250000,0.26034832,0.25660795,0.27731083,0.26081487,0.17616780
0.43500000,0.25755799,0.25381230,0.27454462,0.25802519,0.17450104
0.43750000,0.25477295,0.25102334,0.27177734,0.25524064,0.17285618
0.44000000,0.25199352,0.24824142,0.26900923,0.25246153,0.17123288
0.44250000,0.24922002,0.24546686,0.26624049,0.24968815,0.16963079
0.44500000,0.24645274,0.24270000,0.26347135,0.24692083,0.16804957
0.44750000,0.24369201,0.23994117,0.26070201,0.24415986,0.16648891
0.45000000,0.24093813,0.23719069,0.25793269,0.24140556,0.16494845
0.45250000,0.23819142,0.23444891,0.25516362,0.23865823,0.16342790
0.45500000,0.23545218,0.23171615,0.25239500,0.23591818,0.16192693
0.45750000,0.23272073,0.22899274,0.24962706,0.23318572,0.16044524
0.46000000,0.22999737,0.22627902,0.24686000,0.23046116,0.15898251
0.46250000,0.22728242,0.22357532,0.24409405,0.22774481,0.15753846
0.46500000,0.22457619,0.22088196,0.24132942,0.22503697,0.15611279
0.46750000,0.22187898,0.21819929,0.23856633,0.22233796,0.15470521
0.47000000,0.21919112,0.21552762,0.23580500,0.21964807,0.15331545
0.47250000,0.21651290,0.21286730,0.23304564,0.21696763,0.15194321
0.47500000,0.21384465,0.21021866,0.23028846,0.21429693,0.15058824
0.47750000,0.21118667,0.20758202,0.22753369,0.21163628,0.14925025
0.48000000,0.20853927,0.20495772,0.22478154,0.20898600,0.14792899
0.48250000,0.20590277,0.20234609,0.22203222,0.20634640,0.14662421
0.48500000,0.20327746,0.19974746,0.21928596,0.20371777,0.14533563
0.48750000,0.20066368,0.19716216,0.21654297,0.20110043,0.14406303
0.49000000,0.19806172,0.19459053,0.21380346,0.19849468,0.14280614
0.49250000,0.19547189,0.19203290,0.21106766,0.19590084,0.14156473
0.49500000,0.19289451,0.18948959,0.20833577,0.19331921,0.14033857
0.49750000,0.19032989,0.18696094,0.20560802,0.19075011,0.13912741
0.50000000,0.18777834,0.18444728,0.20288462,0.18819383,0.13793103
0.50250000,0.18524017,0.18194895,0.20016578,0.18565069,0.13674921
0.50500000,0.18271569,0.17946627,0.19745173,0.18312099,0.13558173
0.50750000,0.18020520,0.17699957,0.19474268,0.18060505,0.13442836
0.51000000,0.17770903,0.17454919,0.19203885,0.17810317,0.13328890
0.51250000,0.17522749,0.17211546,0.18934044,0.17561565,0.13216314
0.51500000,0.17276087,0.16969871,0.18664769,0.17314282,0.13105086
0.51750000,0.17030950,0.16729928,0.18396081,0.17068497,0.12995188
0.52000000,0.16787368,0.16491748,0.18128000,0.16824242,0.12886598
0.52250000,0.16545373,0.16255366,0.17860549,0.16581546,0.12779298
0.52500000,0.16304996,0.16020815,0.17593750,0.16340442,0.12673267
0.52750000,0.16066267,0.15788128,0.17327624,0.16100960,0.12568488
0.53000000,0.15829218,0.15557337,0.17062192,0.15863130,0.12464942
0.53250000,0.15593880,0.15328477,0.16797477,0.15626984,0.12362611
0.53500000,0.15360284,0.15101580,0.16533500,0.15392552,0.12261476
0.53750000,0.15128460,0.14876679,0.16270282,0.15159866,0.12161520
0.54000000,0.14898441,0.14653808,0.16007846,0.14928955,0.12062726
0.54250000,0.14670257,0.14433000,0.15746213,0.14699851,0.11965077
0.54500000,0.14443939,0.14214288,0.15485404,0.14472584,0.11868556
0.54750000,0.14219519,0.13997705,0.15225441,0.14247186,0.11773146
0.55000000,0.13997027,0.13783284,0.14966346,0.14023687,0.11678832
0.55250000,0.13776494,0.13571059,0.14708141,0.13802119,0.11585598
0.55500000,0.13557952,0.13361062,0.14450846,0.13582510,0.11493427
0.55750000,0.13341431,0.13153326,0.14194484,0.13364894,0.11402305
0.56000000,0.13126964,0.12947886,0.13939077,0.13149300,0.11312217
0.56250000,0.12914579,0.12744774,0.13684645,0.12935760,0.11223148
0.56500000,0.12704310,0.12544022,0.13431212,0.12724303,0.11135082
0.56750000,0.12496187,0.12345666,0.13178797,0.12514962,0.11048007
0.57000000,0.12290240,0.12149736,0.12927423,0.12307766,0.10961907
0.57250000,0.12086502,0.11956268,0.12677112,0.12102746,0.10876770
0.57500000,0.11885003,0.11765293,0.12427885,0.11899934,0.10792580
0.57750000,0.11685774,0.11576845,0.12179763,0.11699361,0.10709325
0.58000000,0.11488846,0.11390958,0.11932769,0.11501056,0.10626993
0.58250000,0.11294251,0.11207663,0.11686924,0.11305051,0.10545568
0.58500000,0.11102019,0.11026995,0.11442250,0.11111377,0.10465040
0.58750000,0.10912182,0.10848987,0.11198768,0.10920064,0.10385396
0.59000000,0.10724770,0.10673671,0.10956500,0.10731143,0.10306622
0.59250000,0.10539815,0.10501082,0.10715468,0.10544646,0.10228708
0.59500000,0.10357347,0.10331251,0.10475692,0.10360602,0.10151640
0.59750000,0.10177399,0.10164213,0.10237196,0.10179043,0.10075408
0.60000000,0.10000000,0.10000000,0.10000000,0.10000000,0.10000000
0.60250000,0.09825174,0.09838636,0.09764126,0.09823495,0.09925404
0.60500000,0.09652914,0.09680106,0.09529596,0.09649522,0.09851610
0.60750000,0.09483202,0.09524386,0.09296431,0.09478065,0.09778606
0.61000000,0.09316022,0.09371451,0.09064654,0.09309109,0.09706382
0.61250000,0.09151359,0.09221277,0.08834285,0.09142638,0.09634927
0.61500000,0.08989197,0.09073839,0.08605346,0.08978639,0.09564230
0.61750000,0.08829518,0.08929113,0.08377859,0.08817096,0.09494281
0.62000000,0.08672308,0.08787074,0.08151846,0.08657993,0.09425071
0.62250000,0.08517549,0.08647698,0.07927328,0.08501316,0.09356588
0.62500000,0.08365226,0.08510960,0.07704327,0.08347049,0.09288824
0.62750000,0.08215323,0.08376837,0.07482864,0.08195178,0.09221769
0.63000000,0.08067824,0.08245303,0.07262962,0.08045687,0.09155413
0.63250000,0.07922712,0.08116334,0.07044641,0.07898561,0.09089747
0.63500000,0.07779971,0.07989905,0.06827923,0.07753785,0.09024762
0.63750000,0.07639585,0.07865993,0.06612831,0.07611345,0.08960448
0.64000000,0.07501538,0.07744572,0.06399385,0.07471224,0.08896797
0.64250000,0.07365815,0.07625619,0.06187607,0.07333409,0.08833800
0.64500000,0.07232398,0.07509108,0.05977519,0.07197883,0.08771449
0.64750000,0.07101271,0.07395016,0.05769143,0.07064632,0.08709734
0.65000000,0.06972419,0.07283318,0.05562500,0.06933640,0.08648649
0.65250000,0.06845825,0.07173989,0.05357612,0.06804893,0.08588183
0.65500000,0.06721474,0.07067004,0.05154500,0.06678375,0.08528330
0.65750000,0.06599349,0.06962341,0.04953186,0.06554072,0.08469081
0.66000000,0.06479433,0.06859973,0.04753692,0.06431968,0.08410429
0.66250000,0.06361712,0.06759877,0.04556040,0.06312048,0.08352365
0.66500000,0.06246168,0.06662028,0.04360250,0.06194297,0.08294883
0.66750000,0.06132785,0.06566402,0.04166345,0.06078700,0.08237974
0.67000000,0.06021549,0.06472973,0.03974346,0.05965242,0.08181632
0.67250000,0.05912441,0.06381719,0.03784275,0.05853907,0.08125849
0.67500000,0.05805447,0.06292614,0.03596154,0.05744681,0.08070618
0.67750000,0.05700549,0.06205633,0.03410004,0.05637549,0.08015932
0.68000000,0.05597733,0.06120753,0.03225846,0.05532496,0.07961783
0.68250000,0.05496981,0.06037949,0.03043703,0.05429505,0.07908166
0.68500000,0.05398278,0.05957196,0.02863596,0.05328563,0.07855074
0.68750000,0.05301608,0.05878470,0.02685547,0.05229654,0.07802499
0.69000000,0.05206953,0.05801747,0.02509577,0.05132764,0.07750436
0.69250000,0.05114300,0.05727002,0.02335708,0.05037876,0.07698878
0.69500000,0.05023630,0.05654210,0.02163962,0.04944976,0.07647818
0.69750000,0.04934928,0.05583347,0.01994359,0.04854050,0.07597251
0.70000000,0.04848178,0.05514389,0.01826923,0.04765080,0.07547170
0.70250000,0.04763364,0.05447312,0.01661674,0.04678054,0.07497569
0.70500000,0.04680469,0.05382090,0.01498635,0.04592955,0.07448443
0.70750000,0.04599478,0.05318699,0.01337826,0.04509769,0.07399785
0.71000000,0.04520374,0.05257115,0.01179269,0.04428479,0.07351590
0.71250000,0.04443142,0.05197314,0.01022987,0.04349073,0.07303852
0.71500000,0.04367764,0.05139270,0.00869000,0.04271533,0.07256565
0.71750000,0.04294226,0.05082960,0.00717331,0.04195846,0.07209724
0.72000000,0.04222510,0.05028359,0.00568000,0.04121995,0.07163324
0.72250000,0.04152601,0.04975443,0.00421030,0.04049966,0.07117359
0.72500000,0.04084483,0.04924186,0.00276442,0.03979745,0.07071823
0.72750000,0.04018138,0.04874566,0.00134258,0.03911315,0.07026712
0.73000000,0.03953553,0.04826556,-0.00005500,0.03844661,0.06982021
0.73250000,0.03890709,0.04780133,-0.00142811,0.03779769,0.06937745
0.73500000,0.03829591,0.04735272,-0.00277654,0.03716624,0.06893877
0.73750000,0.03770184,0.04691949,-0.00410006,0.03655210,0.06850415
0.74000000,0.03712470,0.04650140,-0.00539846,0.03595512,0.06807352
0.74250000,0.03656433,0.04609819,-0.00667153,0.03537516,0.06764684
0.74500000,0.03602058,0.04570963,-0.00791904,0.03481205,0.06722407
0.74750000,0.03549329,0.04533547,-0.00914078,0.03426566,0.06680515
0.75000000,0.03498229,0.04497546,-0.01033654,0.03373582,0.06639004
0.75250000,0.03448742,0.04462936,-0.01150609,0.03322239,0.06597870
0.75500000,0.03400851,0.04429693,-0.01264923,0.03272522,0.06557108
0.75750000,0.03354542,0.04397792,-0.01376573,0.03224416,0.06516714
0.76000000,0.03309798,0.04367208,-0.01485538,0.03177905,0.06476684
0.76250000,0.03266602,0.04337918,-0.01591797,0.03132974,0.06437013
0.76500000,0.03224938,0.04309896,-0.01695327,0.03089609,0.06397697
0.76750000,0.03184791,0.04283119,-0.01796107,0.03047794,0.06358732
0.77000000,0.03146144,0.04257562,-0.01894115,0.03007514,0.06320114
0.77250000,0.03108981,0.04233200,-0.01989331,0.02968755,0.06281839
0.77500000,0.03073286,0.04210009,-0.02081731,0.02931500,0.06243902
0.77750000,0.03039042,0.04187964,-0.02171294,0.02895735,0.06206301
0.78000000,0.03006235,0.04167041,-0.02258000,0.02861445,0.06169031
0.78250000,0.02974847,0.04147216,-0.02341826,0.02828615,0.06132089
0.78500000,0.02944862,0.04128464,-0.02422750,0.02797229,0.06095470
0.78750000,0.02916265,0.04110761,-0.02500751,0.02767273,0.06059172
0.79000000,0.02889038,0.04094081,-0.02575808,0.02738731,0.06023189
0.79250000,0.02863167,0.04078402,-0.02647898,0.02711589,0.05987520
0.79500000,0.02838635,0.04063698,-0.02717000,0.02685831,0.05952160
0.79750000,0.02815425,0.04049944,-0.02783093,0.02661441,0.05917105
0.80000000,0.02793522,0.04037117,-0.02846154,0.02638406,0.05882353
0.80250000,0.02772910,0.04025191,-0.02906162,0.02616710,0.05847900
0.80500000,0.02753572,0.04014143,-0.02963096,0.02596338,0.05813742
0.80750000,0.02735492,0.04003948,-0.03016934,0.02577275,0.05779877
0.81000000,0.02718654,0.03994582,-0.03067654,0.02559505,0.05746301
0.81250000,0.02703042,0.03986019,-0.03115234,0.02543014,0.05713010
0.81500000,0.02688640,0.03978236,-0.03159654,0.02527786,0.05680003
0.81750000,0.02675432,0.03971208,-0.03200891,0.02513807,0.05647275
0.82000000,0.02663401,0.03964911,-0.03238923,0.02501061,0.05614823
0.82250000,0.02652531,0.03959320,-0.03273730,0.02489533,0.05582645
0.82500000,0.02642807,0.03954411,-0.03305288,0.02479209,0.05550737
0.82750000,0.02634213,0.03950159,-0.03333578,0.02470072,0.05519097
0.83000000,0.02626731,0.03946540,-0.03358577,0.02462109,0.05487721
0.83250000,0.02620346,0.03943529,-0.03380263,0.02455303,0.05456607
0.83500000,0.02615042,0.03941102,-0.03398615,0.02449640,0.05425752
0.83750000,0.02610802,0.03939235,-0.03413612,0.02445104,0.05395153
0.84000000,0.02607611,0.03937902,-0.03425231,0.02441682,0.05364807
0.84250000,0.02605453,0.03937080,-0.03433451,0.02439356,0.05334711
0.84500000,0.02604310,0.03936744,-0.03438250,0.02438114,0.05304864
0.84750000,0.02604168,0.03936870,-0.03439607,0.02437938,0.05275261
0.85000000,0.02605010,0.03937433,-0.03437500,0.02438815,0.05245902
0.85250000,0.02606820,0.03938408,-0.03431907,0.02440728,0.05216782
0.85500000,0.02609581,0.03939772,-0.03422808,0.02443664,0.05187899
0.85750000,0.02613278,0.03941500,-0.03410179,0.02447607,0.05159252
0.86000000,0.02617895,0.03943566,-0.03394000,0.02452541,0.05130836
0.86250000,0.02623415,0.03945948,-0.03374249,0.02458453,0.05102651
0.86500000,0.02629822,0.03948620,-0.03350904,0.02465325,0.05074693
0.86750000,0.02637100,0.03951558,-0.03323944,0.02473145,0.05046960
0.87000000,0.02645233,0.03954738,-0.03293346,0.02481896,0.05019450
0.87250000,0.02654205,0.03958134,-0.03259090,0.02491563,0.04992161
0.87500000,0.02663999,0.03961723,-0.03221154,0.02502132,0.04965089
0.87750000,0.02674600,0.03965481,-0.03179516,0.02513586,0.04938234
0.88000000,0.02685992,0.03969381,-0.03134154,0.02525912,0.04911591
0.88250000,0.02698158,0.03973401,-0.03085047,0.02539094,0.04885161
0.88500000,0.02711082,0.03977516,-0.03032173,0.02553117,0.04858939
0.88750000,0.02724748,0.03981701,-0.02975511,0.02567966,0.04832924
